full_text,case_folding,tokens,normalized,stopword_removal,stemming
Sbnrnya aye penasaran banget Penasihat keuangan disini mulai bahas Bitcoin lbh serius ga sih Indonesia mang seringnya ketinggalan dari yg dluar masa iya mau ketinggalan terus ya Ada temen yang financial advisor Share dong pendapat mereka,sbnrnya aye penasaran banget penasihat keuangan disini mulai bahas bitcoin lbh serius ga sih indonesia mang seringnya ketinggalan dari yg dluar masa iya mau ketinggalan terus ya ada temen yang financial advisor share dong pendapat mereka,"['sbnrnya', 'aye', 'penasaran', 'banget', 'penasihat', 'keuangan', 'disini', 'mulai', 'bahas', 'bitcoin', 'lbh', 'serius', 'ga', 'sih', 'indonesia', 'mang', 'seringnya', 'ketinggalan', 'dari', 'yg', 'dluar', 'masa', 'iya', 'mau', 'ketinggalan', 'terus', 'ya', 'ada', 'temen', 'yang', 'financial', 'advisor', 'share', 'dong', 'pendapat', 'mereka']","['sbnrnya', 'aye', 'penasaran', 'banget', 'penasihat', 'keuangan', 'disini', 'mulai', 'bahas', 'bitcoin', 'lebih', 'serius', 'enggak', 'sih', 'indonesia', 'memang', 'seringnya', 'ketinggalan', 'dari', 'yang', 'diluar', 'masa', 'iya', 'mau', 'ketinggalan', 'terus', 'ya', 'ada', 'teman', 'yang', 'financial', 'advisor', 'share', 'dong', 'pendapat', 'mereka']","['sbnrnya', 'aye', 'penasaran', 'banget', 'penasihat', 'keuangan', 'bahas', 'bitcoin', 'serius', 'sih', 'indonesia', 'ketinggalan', 'diluar', 'iya', 'ketinggalan', 'ya', 'teman', 'financial', 'advisor', 'share', 'pendapat']","['sbnrnya', 'aye', 'penasaran', 'banget', 'nasihat', 'uang', 'bahas', 'bitcoin', 'serius', 'sih', 'indonesia', 'tinggal', 'luar', 'iya', 'tinggal', 'ya', 'teman', 'financial', 'advisor', 'share', 'dapat']"
One Bitcoin Club makin bertambah ahli setiap hari Kemantapan sebenaq,one bitcoin club makin bertambah ahli setiap hari kemantapan sebenaq,"['one', 'bitcoin', 'club', 'makin', 'bertambah', 'ahli', 'setiap', 'hari', 'kemantapan', 'sebenaq']","['one', 'bitcoin', 'club', 'makin', 'bertambah', 'ahli', 'setiap', 'hari', 'kemantapan', 'sebenaq']","['one', 'bitcoin', 'club', 'bertambah', 'ahli', 'kemantapan', 'sebenaq']","['one', 'bitcoin', 'club', 'tambah', 'ahli', 'mantap', 'sebenaq']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
Banger meme,banger meme,"['banger', 'meme']","['banget', 'meme']","['banget', 'meme']","['banget', 'meme']"
Predict or die BTC analysis h Cc Algotrade NFA amp DYOR,predict or die btc analysis h cc algotrade nfa amp dyor,"['predict', 'or', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']","['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']"
JatIkhwan localrkyt Dia all in Bitcoin Tapi dia beli time harga K USD Now dah turun K USD Rugii So dia tengah hold sampai harga naik balik,jatikhwan localrkyt dia all in bitcoin tapi dia beli time harga k usd now dah turun k usd rugii so dia tengah hold sampai harga naik balik,"['jatikhwan', 'localrkyt', 'dia', 'all', 'in', 'bitcoin', 'tapi', 'dia', 'beli', 'time', 'harga', 'k', 'usd', 'now', 'dah', 'turun', 'k', 'usd', 'rugii', 'so', 'dia', 'tengah', 'hold', 'sampai', 'harga', 'naik', 'balik']","['jatikhwan', 'localrkyt', 'dia', 'all', 'ini', 'bitcoin', 'tapi', 'dia', 'beli', 'time', 'harga', 'ke', 'usd', 'now', 'sudah', 'turun', 'ke', 'usd', 'rugii', 'sok', 'dia', 'tengah', 'hold', 'sampai', 'harga', 'naik', 'balik']","['jatikhwan', 'localrkyt', 'bitcoin', 'beli', 'time', 'harga', 'usd', 'turun', 'usd', 'rugii', 'sok', 'hold', 'harga']","['jatikhwan', 'localrkyt', 'bitcoin', 'beli', 'time', 'harga', 'usd', 'turun', 'usd', 'rugi', 'sok', 'hold', 'harga']"
Spaceka manta an qaban laha waxan ku badalay arbacadan Wednesday inshallah Sualaha ku sabsan sii diyarsada Walalyal,spaceka manta an qaban laha waxan ku badalay arbacadan wednesday inshallah sualaha ku sabsan sii diyarsada walalyal,"['spaceka', 'manta', 'an', 'qaban', 'laha', 'waxan', 'ku', 'badalay', 'arbacadan', 'wednesday', 'inshallah', 'sualaha', 'ku', 'sabsan', 'sii', 'diyarsada', 'walalyal']","['spaceka', 'mantan', 'an', 'qaban', 'laha', 'waxan', 'ku', 'badalay', 'arbacadan', 'wednesday', 'inshallah', 'sualaha', 'ku', 'sabsan', 'sih', 'diyarsada', 'walalyal']","['spaceka', 'mantan', 'qaban', 'laha', 'waxan', 'ku', 'badalay', 'arbacadan', 'wednesday', 'inshallah', 'sualaha', 'ku', 'sabsan', 'sih', 'diyarsada', 'walalyal']","['spaceka', 'mantan', 'qaban', 'laha', 'waxan', 'ku', 'badalay', 'arbacadan', 'wednesday', 'inshallah', 'sualaha', 'ku', 'sabsan', 'sih', 'diyarsada', 'walalyal']"
Kenapa gua memilih Q untuk exit Altcoins karena saat market sudah top dan altcoin perform maka sebelum bitcoin masuk ke bearmarket bakal ada Memeszn seperti SHIBA dulu penutupnya jadi Altseason itu cuma saat Q IMO sisanya Memeszn TOP Bitcoin di Q Q Alts Q Q Memes,kenapa gua memilih q untuk exit altcoins karena saat market sudah top dan altcoin perform maka sebelum bitcoin masuk ke bearmarket bakal ada memeszn seperti shiba dulu penutupnya jadi altseason itu cuma saat q imo sisanya memeszn top bitcoin di q q alts q q memes,"['kenapa', 'gua', 'memilih', 'q', 'untuk', 'exit', 'altcoins', 'karena', 'saat', 'market', 'sudah', 'top', 'dan', 'altcoin', 'perform', 'maka', 'sebelum', 'bitcoin', 'masuk', 'ke', 'bearmarket', 'bakal', 'ada', 'memeszn', 'seperti', 'shiba', 'dulu', 'penutupnya', 'jadi', 'altseason', 'itu', 'cuma', 'saat', 'q', 'imo', 'sisanya', 'memeszn', 'top', 'bitcoin', 'di', 'q', 'q', 'alts', 'q', 'q', 'memes']","['kenapa', 'gua', 'memilih', 'ku', 'untuk', 'exit', 'altcoins', 'karena', 'saat', 'market', 'sudah', 'top', 'dan', 'altcoin', 'perform', 'maka', 'sebelum', 'bitcoin', 'masuk', 'ke', 'bearmarket', 'bakal', 'ada', 'memeszn', 'seperti', 'shiba', 'dulu', 'penutupnya', 'jadi', 'altseason', 'itu', 'cuma', 'saat', 'ku', 'imo', 'sisanya', 'memeszn', 'top', 'bitcoin', 'di', 'ku', 'ku', 'alts', 'ku', 'ku', 'memes']","['gua', 'memilih', 'ku', 'exit', 'altcoins', 'market', 'top', 'altcoin', 'perform', 'bitcoin', 'masuk', 'bearmarket', 'memeszn', 'shiba', 'penutupnya', 'altseason', 'ku', 'imo', 'sisanya', 'memeszn', 'top', 'bitcoin', 'ku', 'ku', 'alts', 'ku', 'ku', 'memes']","['gua', 'pilih', 'ku', 'exit', 'altcoins', 'market', 'top', 'altcoin', 'perform', 'bitcoin', 'masuk', 'bearmarket', 'memeszn', 'shiba', 'tutup', 'altseason', 'ku', 'imo', 'sisa', 'memeszn', 'top', 'bitcoin', 'ku', 'ku', 'alts', 'ku', 'ku', 'mes']"
Gank Of Petojo nayibbukele Di negara eropa dan barat mata uang Bitcoin emang lg trending apalagi banyak trader yg gencar mempromosikan mata uang trsebut Forex dan bitcoin mana yg lebih menjanjikan,gank of petojo nayibbukele di negara eropa dan barat mata uang bitcoin emang lg trending apalagi banyak trader yg gencar mempromosikan mata uang trsebut forex dan bitcoin mana yg lebih menjanjikan,"['gank', 'of', 'petojo', 'nayibbukele', 'di', 'negara', 'eropa', 'dan', 'barat', 'mata', 'uang', 'bitcoin', 'emang', 'lg', 'trending', 'apalagi', 'banyak', 'trader', 'yg', 'gencar', 'mempromosikan', 'mata', 'uang', 'trsebut', 'forex', 'dan', 'bitcoin', 'mana', 'yg', 'lebih', 'menjanjikan']","['gank', 'of', 'petojo', 'nayibbukele', 'di', 'negara', 'eropa', 'dan', 'barat', 'mata', 'uang', 'bitcoin', 'memang', 'lagi', 'trending', 'apalagi', 'banyak', 'trader', 'yang', 'gencar', 'mempromosikan', 'mata', 'uang', 'trsebut', 'forex', 'dan', 'bitcoin', 'mana', 'yang', 'lebih', 'menjanjikan']","['gank', 'petojo', 'nayibbukele', 'negara', 'eropa', 'barat', 'mata', 'uang', 'bitcoin', 'trending', 'trader', 'gencar', 'mempromosikan', 'mata', 'uang', 'trsebut', 'forex', 'bitcoin', 'menjanjikan']","['gank', 'petojo', 'nayibbukele', 'negara', 'eropa', 'barat', 'mata', 'uang', 'bitcoin', 'trending', 'trader', 'gencar', 'promosi', 'mata', 'uang', 'trsebut', 'forex', 'bitcoin', 'janji']"
Kebijakan ekonomi yg menggunakan u selamatkan ekonomi selalu dikritik IMF sehingga sulit mendptkan pinjaman Tetapi barusan bantuan dikucurkan dan ada indikasi kuat presiden nayibbukele langsung belanja dgn uang IMF,kebijakan ekonomi yg menggunakan u selamatkan ekonomi selalu dikritik imf sehingga sulit mendptkan pinjaman tetapi barusan bantuan dikucurkan dan ada indikasi kuat presiden nayibbukele langsung belanja dgn uang imf,"['kebijakan', 'ekonomi', 'yg', 'menggunakan', 'u', 'selamatkan', 'ekonomi', 'selalu', 'dikritik', 'imf', 'sehingga', 'sulit', 'mendptkan', 'pinjaman', 'tetapi', 'barusan', 'bantuan', 'dikucurkan', 'dan', 'ada', 'indikasi', 'kuat', 'presiden', 'nayibbukele', 'langsung', 'belanja', 'dgn', 'uang', 'imf']","['kebijakan', 'ekonomi', 'yang', 'menggunakan', 'lu', 'selamatkan', 'ekonomi', 'selalu', 'dikritik', 'imf', 'sehingga', 'sulit', 'mendptkan', 'pinjaman', 'tetapi', 'barusan', 'bantuan', 'dikucurkan', 'dan', 'ada', 'indikasi', 'kuat', 'presiden', 'nayibbukele', 'langsung', 'belanja', 'dengan', 'uang', 'imf']","['kebijakan', 'ekonomi', 'lu', 'selamatkan', 'ekonomi', 'dikritik', 'imf', 'sulit', 'mendptkan', 'pinjaman', 'barusan', 'bantuan', 'dikucurkan', 'indikasi', 'kuat', 'presiden', 'nayibbukele', 'langsung', 'belanja', 'uang', 'imf']","['bijak', 'ekonomi', 'lu', 'selamat', 'ekonomi', 'kritik', 'imf', 'sulit', 'mendptkan', 'pinjam', 'barusan', 'bantu', 'kucur', 'indikasi', 'kuat', 'presiden', 'nayibbukele', 'langsung', 'belanja', 'uang', 'imf']"
hoteliercrypto berarti januari votalitasnya di news pelantikan trump di sisi ekonomi ada stimulus dr china Kalau lihat chart usdt d sih cocok kalau bitcoin akan mengalami koreksi dulu ambil dr wick an,hoteliercrypto berarti januari votalitasnya di news pelantikan trump di sisi ekonomi ada stimulus dr china kalau lihat chart usdt d sih cocok kalau bitcoin akan mengalami koreksi dulu ambil dr wick an,"['hoteliercrypto', 'berarti', 'januari', 'votalitasnya', 'di', 'news', 'pelantikan', 'trump', 'di', 'sisi', 'ekonomi', 'ada', 'stimulus', 'dr', 'china', 'kalau', 'lihat', 'chart', 'usdt', 'd', 'sih', 'cocok', 'kalau', 'bitcoin', 'akan', 'mengalami', 'koreksi', 'dulu', 'ambil', 'dr', 'wick', 'an']","['hoteliercrypto', 'berarti', 'januari', 'votalitasnya', 'di', 'news', 'pelantikan', 'trump', 'di', 'sisi', 'ekonomi', 'ada', 'stimulus', 'dari', 'china', 'kalau', 'lihat', 'chart', 'usdt', 'di', 'sih', 'cocok', 'kalau', 'bitcoin', 'akan', 'mengalami', 'koreksi', 'dulu', 'ambil', 'dari', 'wick', 'an']","['hoteliercrypto', 'januari', 'votalitasnya', 'news', 'pelantikan', 'trump', 'sisi', 'ekonomi', 'stimulus', 'china', 'lihat', 'chart', 'usdt', 'sih', 'cocok', 'bitcoin', 'mengalami', 'koreksi', 'ambil', 'wick']","['hoteliercrypto', 'januari', 'votalitasnya', 'news', 'lantik', 'trump', 'sisi', 'ekonomi', 'stimulus', 'china', 'lihat', 'chart', 'usdt', 'sih', 'cocok', 'bitcoin', 'alami', 'koreksi', 'ambil', 'wick']"
Pi network adalah penyempurnaan bitcoin Untuk masa depan keuangan crypto Masa depan cerah untuk dunia dan pioneers,pi network adalah penyempurnaan bitcoin untuk masa depan keuangan crypto masa depan cerah untuk dunia dan pioneers,"['pi', 'network', 'adalah', 'penyempurnaan', 'bitcoin', 'untuk', 'masa', 'depan', 'keuangan', 'crypto', 'masa', 'depan', 'cerah', 'untuk', 'dunia', 'dan', 'pioneers']","['tapi', 'network', 'adalah', 'penyempurnaan', 'bitcoin', 'untuk', 'masa', 'depan', 'keuangan', 'crypto', 'masa', 'depan', 'cerah', 'untuk', 'dunia', 'dan', 'pioneers']","['network', 'penyempurnaan', 'bitcoin', 'keuangan', 'crypto', 'cerah', 'dunia', 'pioneers']","['network', 'sempurna', 'bitcoin', 'uang', 'crypto', 'cerah', 'dunia', 'pioneers']"
Udi said senpai NOTICE ME SENPAI Bitcoin Memecoins,udi said senpai notice me senpai bitcoin memecoins,"['udi', 'said', 'senpai', 'notice', 'me', 'senpai', 'bitcoin', 'memecoins']","['udi', 'said', 'senpai', 'notice', 'me', 'senpai', 'bitcoin', 'memecoins']","['udi', 'said', 'senpai', 'notice', 'senpai', 'bitcoin', 'memecoins']","['udi', 'said', 'senpai', 'notice', 'senpai', 'bitcoin', 'memecoins']"
First Ai to Ai bitcoin d ZtEMpqws Jg qTP kWdm XYpdNASSn L YUpump Hyper gamble k mc,first ai to ai bitcoin d ztempqws jg qtp kwdm xypdnassn l yupump hyper gamble k mc,"['first', 'ai', 'to', 'ai', 'bitcoin', 'd', 'ztempqws', 'jg', 'qtp', 'kwdm', 'xypdnassn', 'l', 'yupump', 'hyper', 'gamble', 'k', 'mc']","['first', 'ai', 'tapi', 'ai', 'bitcoin', 'di', 'ztempqws', 'juga', 'qtp', 'kwdm', 'xypdnassn', 'l', 'yupump', 'hyper', 'gamble', 'ke', 'mc']","['first', 'ai', 'ai', 'bitcoin', 'ztempqws', 'qtp', 'kwdm', 'xypdnassn', 'l', 'yupump', 'hyper', 'gamble', 'mc']","['first', 'ai', 'ai', 'bitcoin', 'ztempqws', 'qtp', 'kwdm', 'xypdnassn', 'l', 'yupump', 'hyper', 'gamble', 'mc']"
CZ pernah tweet begini yakni Bitcoin koreksi dari ke dan menurut saya ini sih logis andaikan kesitu pun masih termasuk koreksi teknikal normal begini penjelasannya,cz pernah tweet begini yakni bitcoin koreksi dari ke dan menurut saya ini sih logis andaikan kesitu pun masih termasuk koreksi teknikal normal begini penjelasannya,"['cz', 'pernah', 'tweet', 'begini', 'yakni', 'bitcoin', 'koreksi', 'dari', 'ke', 'dan', 'menurut', 'saya', 'ini', 'sih', 'logis', 'andaikan', 'kesitu', 'pun', 'masih', 'termasuk', 'koreksi', 'teknikal', 'normal', 'begini', 'penjelasannya']","['cz', 'pernah', 'tweet', 'begini', 'yakni', 'bitcoin', 'koreksi', 'dari', 'ke', 'dan', 'menurut', 'saya', 'ini', 'sih', 'logis', 'andaikan', 'kesitu', 'pun', 'masih', 'termasuk', 'koreksi', 'teknikal', 'normal', 'begini', 'penjelasannya']","['cz', 'tweet', 'bitcoin', 'koreksi', 'sih', 'logis', 'andaikan', 'kesitu', 'koreksi', 'teknikal', 'normal', 'penjelasannya']","['cz', 'tweet', 'bitcoin', 'koreksi', 'sih', 'logis', 'andai', 'kesitu', 'koreksi', 'teknikal', 'normal', 'jelas']"
Saizi Nikipata Anafanya Medicine nashikilia hiyo Bitcoin,saizi nikipata anafanya medicine nashikilia hiyo bitcoin,"['saizi', 'nikipata', 'anafanya', 'medicine', 'nashikilia', 'hiyo', 'bitcoin']","['saizi', 'nikipata', 'anafanya', 'medicine', 'nashikilia', 'hiyo', 'bitcoin']","['saizi', 'nikipata', 'anafanya', 'medicine', 'nashikilia', 'hiyo', 'bitcoin']","['saizi', 'nikipata', 'anafanya', 'medicine', 'nashikilia', 'hiyo', 'bitcoin']"
Sebenarnya dengan nilai rupiah menembus rb sekarang jadinya nilai Bitcoin ya kelihatan lebih mahal secara rupiah Stabil di milyar rupiah per bitcoin,sebenarnya dengan nilai rupiah menembus rb sekarang jadinya nilai bitcoin ya kelihatan lebih mahal secara rupiah stabil di milyar rupiah per bitcoin,"['sebenarnya', 'dengan', 'nilai', 'rupiah', 'menembus', 'rb', 'sekarang', 'jadinya', 'nilai', 'bitcoin', 'ya', 'kelihatan', 'lebih', 'mahal', 'secara', 'rupiah', 'stabil', 'di', 'milyar', 'rupiah', 'per', 'bitcoin']","['sebenarnya', 'dengan', 'nilai', 'rupiah', 'menembus', 'ribu', 'sekarang', 'jadinya', 'nilai', 'bitcoin', 'ya', 'kelihatan', 'lebih', 'mahal', 'secara', 'rupiah', 'stabil', 'di', 'milyar', 'rupiah', 'per', 'bitcoin']","['nilai', 'rupiah', 'menembus', 'ribu', 'nilai', 'bitcoin', 'ya', 'mahal', 'rupiah', 'stabil', 'milyar', 'rupiah', 'bitcoin']","['nilai', 'rupiah', 'tembus', 'ribu', 'nilai', 'bitcoin', 'ya', 'mahal', 'rupiah', 'stabil', 'milyar', 'rupiah', 'bitcoin']"
Kalau kita rela menghabiskan waktu jam per tahun untuk mencari penghasilan dan mengumpulkan kekayaan mestinya meluangkan waktu jam untuk mempertahankan kekayaan tersebut tidak terlalu berat Kalau sampai kerugian kita di Bitcoin terealisasi berarti ada yang salah,kalau kita rela menghabiskan waktu jam per tahun untuk mencari penghasilan dan mengumpulkan kekayaan mestinya meluangkan waktu jam untuk mempertahankan kekayaan tersebut tidak terlalu berat kalau sampai kerugian kita di bitcoin terealisasi berarti ada yang salah,"['kalau', 'kita', 'rela', 'menghabiskan', 'waktu', 'jam', 'per', 'tahun', 'untuk', 'mencari', 'penghasilan', 'dan', 'mengumpulkan', 'kekayaan', 'mestinya', 'meluangkan', 'waktu', 'jam', 'untuk', 'mempertahankan', 'kekayaan', 'tersebut', 'tidak', 'terlalu', 'berat', 'kalau', 'sampai', 'kerugian', 'kita', 'di', 'bitcoin', 'terealisasi', 'berarti', 'ada', 'yang', 'salah']","['kalau', 'kita', 'rela', 'menghabiskan', 'waktu', 'jam', 'per', 'tahun', 'untuk', 'mencari', 'penghasilan', 'dan', 'mengumpulkan', 'kekayaan', 'mestinya', 'meluangkan', 'waktu', 'jam', 'untuk', 'mempertahankan', 'kekayaan', 'tersebut', 'tidak', 'terlalu', 'berat', 'kalau', 'sampai', 'kerugian', 'kita', 'di', 'bitcoin', 'terealisasi', 'berarti', 'ada', 'yang', 'salah']","['rela', 'menghabiskan', 'jam', 'mencari', 'penghasilan', 'mengumpulkan', 'kekayaan', 'mestinya', 'meluangkan', 'jam', 'mempertahankan', 'kekayaan', 'berat', 'kerugian', 'bitcoin', 'terealisasi', 'salah']","['rela', 'habis', 'jam', 'cari', 'hasil', 'kumpul', 'kaya', 'mesti', 'luang', 'jam', 'tahan', 'kaya', 'berat', 'rugi', 'bitcoin', 'realisasi', 'salah']"
Saya lagi nunggu crash Bitcoin dari ke Kapan ya,saya lagi nunggu crash bitcoin dari ke kapan ya,"['saya', 'lagi', 'nunggu', 'crash', 'bitcoin', 'dari', 'ke', 'kapan', 'ya']","['saya', 'lagi', 'menunggu', 'crash', 'bitcoin', 'dari', 'ke', 'kapan', 'ya']","['menunggu', 'crash', 'bitcoin', 'ya']","['tunggu', 'crash', 'bitcoin', 'ya']"
Johnfrom COKEBEAR BITCOIN OBAMA CokeBearAI,johnfrom cokebear bitcoin obama cokebearai,"['johnfrom', 'cokebear', 'bitcoin', 'obama', 'cokebearai']","['johnfrom', 'cokebear', 'bitcoin', 'obama', 'cokebearai']","['johnfrom', 'cokebear', 'bitcoin', 'obama', 'cokebearai']","['johnfrom', 'cokebear', 'bitcoin', 'obama', 'cokebearai']"
sBTC Ngehasilin Cuan Dari Bitcoin di DeFi Tanpa Harus Dijual Buat para HODLers Bitcoin ada info menarik nih yaitu sBTC Stacks sekarang udah mainnet Sekarang kita bisa manfaatin BTC di DeFi tanpa perlu dijual sBTC resmi hadir di Stacks dan ini bikin Bitcoin bisa,sbtc ngehasilin cuan dari bitcoin di defi tanpa harus dijual buat para hodlers bitcoin ada info menarik nih yaitu sbtc stacks sekarang udah mainnet sekarang kita bisa manfaatin btc di defi tanpa perlu dijual sbtc resmi hadir di stacks dan ini bikin bitcoin bisa,"['sbtc', 'ngehasilin', 'cuan', 'dari', 'bitcoin', 'di', 'defi', 'tanpa', 'harus', 'dijual', 'buat', 'para', 'hodlers', 'bitcoin', 'ada', 'info', 'menarik', 'nih', 'yaitu', 'sbtc', 'stacks', 'sekarang', 'udah', 'mainnet', 'sekarang', 'kita', 'bisa', 'manfaatin', 'btc', 'di', 'defi', 'tanpa', 'perlu', 'dijual', 'sbtc', 'resmi', 'hadir', 'di', 'stacks', 'dan', 'ini', 'bikin', 'bitcoin', 'bisa']","['sbtc', 'ngehasilin', 'cuan', 'dari', 'bitcoin', 'di', 'defi', 'tanpa', 'harus', 'dijual', 'buat', 'para', 'hodlers', 'bitcoin', 'ada', 'info', 'menarik', 'nih', 'yaitu', 'sbtc', 'stacks', 'sekarang', 'sudah', 'mainnet', 'sekarang', 'kita', 'bisa', 'manfaatin', 'btc', 'di', 'defi', 'tanpa', 'perlu', 'dijual', 'sbtc', 'resmi', 'hadir', 'di', 'stacks', 'dan', 'ini', 'bikin', 'bitcoin', 'bisa']","['sbtc', 'ngehasilin', 'cuan', 'bitcoin', 'defi', 'dijual', 'hodlers', 'bitcoin', 'info', 'menarik', 'nih', 'sbtc', 'stacks', 'mainnet', 'manfaatin', 'btc', 'defi', 'dijual', 'sbtc', 'resmi', 'hadir', 'stacks', 'bikin', 'bitcoin']","['sbtc', 'ngehasilin', 'cuan', 'bitcoin', 'defi', 'jual', 'hodlers', 'bitcoin', 'info', 'tarik', 'nih', 'sbtc', 'stacks', 'mainnet', 'manfaatin', 'btc', 'defi', 'jual', 'sbtc', 'resmi', 'hadir', 'stacks', 'bikin', 'bitcoin']"
Ga capek apa nanyak saya kapan bitcoin naik kapak bitcoin turun Kapan TP kapan btfd apakah masih turun kapan naik Itu kan pertanyaan miliar orang mending belajar apa alasannya turun Supaya Nanti kalau sudah tahu pas terulang lagi kan bisa santai dulu ngga sih,ga capek apa nanyak saya kapan bitcoin naik kapak bitcoin turun kapan tp kapan btfd apakah masih turun kapan naik itu kan pertanyaan miliar orang mending belajar apa alasannya turun supaya nanti kalau sudah tahu pas terulang lagi kan bisa santai dulu ngga sih,"['ga', 'capek', 'apa', 'nanyak', 'saya', 'kapan', 'bitcoin', 'naik', 'kapak', 'bitcoin', 'turun', 'kapan', 'tp', 'kapan', 'btfd', 'apakah', 'masih', 'turun', 'kapan', 'naik', 'itu', 'kan', 'pertanyaan', 'miliar', 'orang', 'mending', 'belajar', 'apa', 'alasannya', 'turun', 'supaya', 'nanti', 'kalau', 'sudah', 'tahu', 'pas', 'terulang', 'lagi', 'kan', 'bisa', 'santai', 'dulu', 'ngga', 'sih']","['enggak', 'capek', 'apa', 'nanyak', 'saya', 'kapan', 'bitcoin', 'naik', 'kapak', 'bitcoin', 'turun', 'kapan', 'tapi', 'kapan', 'btfd', 'apakah', 'masih', 'turun', 'kapan', 'naik', 'itu', 'kan', 'pertanyaan', 'miliar', 'orang', 'mending', 'belajar', 'apa', 'alasannya', 'turun', 'supaya', 'nanti', 'kalau', 'sudah', 'tahu', 'pas', 'terulang', 'lagi', 'kan', 'bisa', 'santai', 'dulu', 'enggak', 'sih']","['capek', 'nanyak', 'bitcoin', 'kapak', 'bitcoin', 'turun', 'btfd', 'turun', 'miliar', 'orang', 'mending', 'belajar', 'alasannya', 'turun', 'pas', 'terulang', 'santai', 'sih']","['capek', 'nanyak', 'bitcoin', 'kapak', 'bitcoin', 'turun', 'btfd', 'turun', 'miliar', 'orang', 'mending', 'ajar', 'alas', 'turun', 'pas', 'ulang', 'santai', 'sih']"
GM Tokonauts Bitcoin minggu ini diprediksi koreksi tapi jangan khawatir Ada pergerakan menarik di Altcoin yang bisa jadi kesempatan besar Simak analisa hasil kolaborasi Tokocrypto dan hoteliercrypto di sini,gm tokonauts bitcoin minggu ini diprediksi koreksi tapi jangan khawatir ada pergerakan menarik di altcoin yang bisa jadi kesempatan besar simak analisa hasil kolaborasi tokocrypto dan hoteliercrypto di sini,"['gm', 'tokonauts', 'bitcoin', 'minggu', 'ini', 'diprediksi', 'koreksi', 'tapi', 'jangan', 'khawatir', 'ada', 'pergerakan', 'menarik', 'di', 'altcoin', 'yang', 'bisa', 'jadi', 'kesempatan', 'besar', 'simak', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'dan', 'hoteliercrypto', 'di', 'sini']","['gm', 'tokonauts', 'bitcoin', 'minggu', 'ini', 'diprediksi', 'koreksi', 'tapi', 'jangan', 'khawatir', 'ada', 'pergerakan', 'menarik', 'di', 'altcoin', 'yang', 'bisa', 'jadi', 'kesempatan', 'besar', 'simak', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'dan', 'hoteliercrypto', 'di', 'sini']","['gm', 'tokonauts', 'bitcoin', 'minggu', 'diprediksi', 'koreksi', 'khawatir', 'pergerakan', 'menarik', 'altcoin', 'kesempatan', 'simak', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'hoteliercrypto']","['gm', 'tokonauts', 'bitcoin', 'minggu', 'prediksi', 'koreksi', 'khawatir', 'gera', 'tarik', 'altcoin', 'sempat', 'simak', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'hoteliercrypto']"
December vs December,december vs december,"['december', 'vs', 'december']","['december', 'vs', 'december']","['december', 'vs', 'december']","['december', 'vs', 'december']"
Harga Bitcoin Hari Ini Turun Untuk Hari Ke Berturut turut Ke K Karena Pandangan Hawkish Fed,harga bitcoin hari ini turun untuk hari ke berturut turut ke k karena pandangan hawkish fed,"['harga', 'bitcoin', 'hari', 'ini', 'turun', 'untuk', 'hari', 'ke', 'berturut', 'turut', 'ke', 'k', 'karena', 'pandangan', 'hawkish', 'fed']","['harga', 'bitcoin', 'hari', 'ini', 'turun', 'untuk', 'hari', 'ke', 'berturut', 'turut', 'ke', 'ke', 'karena', 'pandangan', 'hawkish', 'fed']","['harga', 'bitcoin', 'turun', 'pandangan', 'hawkish', 'fed']","['harga', 'bitcoin', 'turun', 'pandang', 'hawkish', 'fed']"
