stemming,inset,nilai_inset,matched_words
"['artikel', 'tren', 'bitcoin', 'januari', 'versi', 'gratis', 'tunggu', 'diupload', 'minko', 'analisa', 'cenderung', 'ahead', 'kecepetan', 'minggu', 'info', 'bahas', 'hoteliercrypto', 'arah', 'mana', 'well', 'data']",negative,-1,"artikel(-4.0), tren(-2.0), gratis(4.0), tunggu(1.0), cenderung(-2.0), info(-3.0), bahas(2.0), arah(1.0), data(-3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['happy', 'fxe', 'ybvqskd', 'pakai', 'ugrw', 'lu', 'si', 'p', 'fkapkkqmmjcrpump']",positive,1,happy(5.0)
['hoba'],negative,-1,
"['hii', 'ndo', 'bei', 'ya', 'bitcoin', 'kila', 'siku', 'ya', 'mwaka', 'mpya', 'tokea']",positive,1,"hii(3.0), ya(4.0), ya(4.0)"
"['kenyansays', 'mimi', 'hii', 'hapana', 'ata', 'unipee', 'nya', 'uniongezee', 'bitcoin', 'staki']",positive,1,hii(3.0)
"['nasib', 'mstr', 'bitcoin', 'crash', 'bear', 'market', 'ya', 'kasih', 'gue', 'pandang', 'gue', 'nubi', 'butuh', 'cerah', 'nasib', 'persuahaannya', 'usaha', 'nasib', 'stocknya']",negative,-1,"crash(-4.0), ya(4.0), kasih(2.0), pandang(1.0), butuh(-5.0), usaha(1.0)"
"['asdapalah', 'capture', 'momen', 'momen', 'harga', 'turun', 'kadang', 'minggu', 'beli', 'beli', 'rutin', 'minggu', 'tunggu', 'momen', 'rugi', 'momen', 'bitcoin', 'prediksi', 'momen']",positive,1,"harga(3.0), turun(1.0), kadang(3.0), beli(2.0), beli(2.0), tunggu(1.0), rugi(-5.0), prediksi(3.0)"
"['obama', 'kanye']",negative,-1,
"['bitcoin', 'alat', 'lawan', 'lawan', 'mesin', 'cetak', 'uang', 'perintah', 'rebut', 'nilai', 'uang', 'sebab', 'inflasi', 'sederhana', 'budak', 'korporat', 'budak', 'negara', 'paham']",positive,1,"lawan(1.0), lawan(1.0), rebut(1.0), nilai(5.0), sebab(3.0), sederhana(3.0), budak(4.0), budak(4.0)"
"['konji', 'nya', 'bastard', 'indeed', 'wizkid', 'burna', 'mummy', 'zee', 'ramadan', 'southern', 'kaduna', 'tinubu', 'amin', 'hello', 'buy', 'bitcoin']",positive,1,"amin(3.0), hello(2.0)"
"['rutin', 'nabung', 'bitcoin', 'juni', 'alhamdulillaah', 'untung', 'tarik', 'nabung', 'bitcoin', 'singapura', 'total', 'persentase', 'untung', 'lebih', 'angka']",positive,1,"untung(3.0), tarik(2.0), untung(3.0), lebih(1.0)"
"['market', 'cap', 'drastis', 'banget', 'bilang', 'time', 'low', 'time', 'high', 'blackrock', 'bitcoin', 'hedge', 'rontok', 'saham']",positive,1,"drastis(4.0), banget(1.0), rontok(1.0)"
"['selamat', 'bitcoiners', 'nocoiners', 'moga', 'sehat', 'bahagia', 'tuju', 'moga', 'depan', 'satu', 'mitos', 'bitcoin', 'lurus', 'video', 'hrf']",positive,1,"selamat(5.0), moga(1.0), sehat(4.0), bahagia(4.0), tuju(3.0), moga(1.0), satu(3.0), lurus(4.0)"
"['gm', 'bitcoin', 'closing', 'hijau', 'maksud', 'curi', 'start', 'curi', 'start', 'asset', 'management', 'coba', 'tunggu', 'late', 'post', 'ntaran', 'info', 'beli', 'house', 'price', 'index', 'harga', 'rumah', 'ujung', 'pending', 'home', 'sales', 'new', 'homes', 'sales']",negative,-1,"hijau(3.0), maksud(3.0), curi(-5.0), curi(-5.0), coba(2.0), tunggu(1.0), info(-3.0), beli(2.0), harga(3.0), rumah(3.0), ujung(-3.0), pending(-3.0)"
"['cryptorealis', 'om', 'gambling', 'future', 'short', 'koin', 'sats', 'habis', 'full', 'leverage', 'long', 'bitcoin', 'harga']",positive,1,"habis(3.0), harga(3.0)"
"['elon', 'musk', 'si', 'kali', 'name', 'change', 'kekius', 'maximus', 'sends', 'meme', 'coin', 'kekius', 'soaring', 'one', 'day', 'kekius', 'hits', 'massive', 'gains', 'kekius', 'circulation', 'market', 'cap', 'mexc', 'holds', 'million', 'kekius', 'tokens']",negative,-1,
"['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']",negative,-1,die(-4.0)
"['cramericatv', 'honk']",negative,-1,
"['cristusvictor', 'rizzem', 'wif', 'tism', 'bitcoin', 'king', 'pt', 'kes', 'check', 'one', 'babykekmax', 'gdykwkw', 'wzk', 'weywkrjezyj', 'dc', 'zhex', 'knbsjvzjpump']",positive,1,"kes(3.0), check(1.0)"
"['tech', 'bro', 'kak', 'crypto', 'boy', 'kak', 'bitcoin', 'boy', 'kak', 'depa', 'faham', 'kuasa', 'beli', 'inflasi', 'hang', 'faham', 'cakap', 'indak', 'jalan', 'selesai', 'kuasa', 'beli', 'merosot', 'runtuh', 'institusi', 'keluarga']",positive,1,"kuasa(3.0), beli(2.0), cakap(2.0), selesai(2.0), kuasa(3.0), beli(2.0), merosot(-5.0), runtuh(-5.0), keluarga(4.0)"
"['riba', 'nih', 'kait', 'sistem', 'kapitalis', 'nak', 'selesai', 'nih', 'kena', 'rombak', 'ekonomi', 'mudah', 'takat', 'sembang', 'twitter', 'je', 'modal', 'techbros', 'pump', 'bitcoin', 'nak', 'cepat', 'kayak', 'kapitalis', 'sembang', 'tentang', 'riba']",negative,-1,"riba(-3.0), kait(1.0), sistem(-4.0), selesai(2.0), kena(-3.0), rombak(-2.0), mudah(4.0), modal(2.0), cepat(3.0), kayak(-3.0), tentang(1.0), riba(-3.0)"
"['entered', 'trending', 'kekucoinsol', 'kekius', 'maximus', 'liq', 'mc']",negative,-1,
"['mrpunkdoteth', 'si', 'bitcoin', 'bob', 'bitcoinbobonsol', 'slsn', 'ymbots', 'wsbzhz', 'upkskm', 'ya', 'cppump']",positive,1,ya(4.0)
"['ristretto', 'nabung', 'ribu', 'rupiah', 'bitcoin', 'atur', 'juta', 'nilai']",positive,1,"atur(4.0), juta(2.0), nilai(5.0)"
"['adibzarchimedes', 'taknak', 'buang', 'argue', 'kau', 'kau', 'pegang', 'stance', 'kau', 'kau', 'bitcoin', 'riba', 'money', 'kena', 'specific', 'dalil', 'al', 'quran', 'amp', 'hadith', 'bahawa', 'bitcoin', 'riba', 'money', 'kau']",negative,-1,"buang(-3.0), pegang(-2.0), riba(-3.0), kena(-3.0), dalil(-3.0), quran(3.0), riba(-3.0)"
"['absurd', 'tahu', 'bank', 'anti', 'bitcoin', 'diam', 'diam', 'invest', 'bitcoin', 'tera', 'annual', 'report', 'asset', 'btw', 'bank', 'bilang', 'simpan', 'emas', 'bondong', 'beli', 'amp', 'simpan', 'emas']",negative,-1,"absurd(3.0), tahu(4.0), anti(-2.0), diam(1.0), diam(1.0), simpan(-3.0), bondong(-4.0), beli(2.0), simpan(-3.0)"
"['selamat', 'pagi', 'pagi', 'dar', 'alami', 'naik', 'ikut', 'iost', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['forex', 'hidup', 'hancur', 'crypto', 'hidup', 'hancur', 'stocks', 'hidup', 'hancur', 'property', 'hidup', 'hancur', 'maybe', 'stick', 'asb', 'fd', 'manage']",positive,1,"hidup(2.0), hidup(2.0), hidup(2.0), hidup(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['bitcoin', 'vitamin', 'blkchainsupp', 'fjeyt', 'f', 'v', 'ywe', 'stynyrqrxjkoqk', 'wnxeznjwpump']",negative,-1,
"['broke', 'bear', 'market', 'nih', 'bitcoin', 'crash', 'sekem', 'crypto', 'sekem', 'woke', 'oke', 'koreksi', 'buy', 'dip', 'uang', 'sabar', 'uang']",positive,1,"crash(-4.0), oke(2.0), sabar(5.0)"
"['bangun', 'bitcoin', 'sekitar', 'instance', 'kapai', 'pikirin', 'biar', 'jadi', 'pakai', 'panik']",negative,-1,"biar(1.0), jadi(1.0), panik(-4.0)"
"['einedame', 'decentricity', 'santai', 'butuh', 'ngertiinnya', 'excluding', 'baca', 'mainstream', 'headlines', 'si', 'short', 'cartoon', 'though', 'dtonton', 'bareng', 'sore', 'djiwa', 'n', 'rimba', 'perhaps']",positive,1,"santai(2.0), butuh(-5.0), baca(3.0), mainstream(-3.0), bareng(3.0), rimba(3.0)"
"['bitcoin', 'defang', 'faang']",negative,-1,
"['bitcoin', 'etf', 'etf', 'sukses', 'sejarah']",positive,1,sukses(3.0)
"['mkmkk', 'intankavel']",negative,-1,
"['kamfanin', 'microstrategy', 'ya', 'kara', 'siyen', 'bitcoin', 'guda', 'dubu', 'farashin', 'dala', 'dubu', 'duk', 'bitcoin', 'daya']",positive,1,ya(4.0)
"['tebak', 'harga', 'closing', 'bitcoin', 'tanggal', 'januari', 'pulul', 'wib']",positive,1,"tebak(3.0), harga(3.0), tanggal(-4.0)"
"['pintu', 'crypto', 'wrap', 'bitcoin', 'altcoin', 'cetak', 'ath', 'penasaran', 'recap', 'tonton', 'video']",negative,-1,"penasaran(-3.0), tonton(-4.0)"
"['interesting', 'read', 'tarik', 'senjihouse', 'organize', 'discussion', 'haha', 'pro', 'bitcoin', 'side', 'mr', 'saifedean']",positive,1,tarik(2.0)
"['bitcoin', 'atm', 'stuns', 'photos', 'taken', 'dayana', 'aleksandrova']",negative,-1,
"['dog', 'bitcoin', 'okx', 'chart', 'perp']",negative,-1,
"['tulis', 'buku', 'judul', 'rich', 'dad', 'poor', 'dad', 'robert', 'kiyoaski', 'prediksi', 'harga', 'bitcoin', 'btc', 'capai', 'nilai', 'us', 'ribu', 'token']",positive,1,"judul(2.0), poor(-4.0), prediksi(3.0), harga(3.0), capai(4.0), nilai(5.0)"
"['wale', 'mawakili', 'wa', 'data', 'bitcoin', 'cybersecurity', 'kina', 'billokello', 'mtusaidie', 'tuelewe', 'hawa', 'watu', 'wanaongelelea', 'nini', 'hapa']",negative,-1,"data(-3.0), hawa(-4.0), watu(-3.0)"
"['pepe', 'olur', 'mu']",negative,-1,
"['guys', 'obrol', 'bareng', 'talkinandy', 'lawrencegs', 'jon', 'bahasa', 'inggris', 'kenang', 'jackpot', 'roundtrip', 'rekt', 'sesal', 'bangkit', 'trio', 'meme', 'solana', 'bitcoin', 'bola', 'kristal', 'dst', 'luang', 'mampir', 'ya']",positive,1,"guys(1.0), bareng(3.0), bahasa(-4.0), kenang(3.0), sesal(1.0), bangkit(2.0), luang(2.0), mampir(2.0), ya(4.0)"
"['karibu', 'nidhani', 'nih', 'simu', 'ya', 'bitcoin']",positive,1,ya(4.0)
"['bitcoin', 'buddah', 'injective', 'inj', 'szn', 'soon', 'qunt', 'ninja', 'nonja']",negative,-1,
"['network', 'milik', 'beda', 'banding', 'cryptocurrency', 'bitcoin', 'ethereum', 'beda', 'tambang', 'mining', 'network', 'network', 'guna', 'tambang', 'aplikasi', 'smartphone']",negative,-1,"milik(1.0), beda(-2.0), banding(3.0), beda(-2.0), guna(1.0), aplikasi(-4.0), smartphone(1.0)"
"['lobo', 'bitcoin', 'vs', 'pengu', 'solana']",negative,-1,
"['smegromancer', 'wasa']",negative,-1,
"['marto', 'wameanza', 'saka', 'wataku', 'adduct', 'waambie', 'wafike', 'nya', 'walipe', 'nya', 'bitcoin', 'wallet']",negative,-1,
"['vaneck', 'pasar', 'crypto', 'gila', 'gila', 'ku', 'bikin', 'rekor', 'ku', 'serius', 'bitcoin', 'bikin', 'cadang', 'strategis', 'adopsi', 'crypto', 'luas', 'nilai', 'aset', 'tokenisasi', 'tembus', 'miliar', 'stablecoin']",positive,1,"gila(3.0), gila(3.0), serius(-5.0), cadang(2.0), luas(3.0), nilai(5.0), tembus(3.0)"
"['retail', 'investor', 'sulit', 'kalah', 'index', 'market', 'crypto', 'sulit', 'pilih', 'coin', 'pilih', 'index', 'nya', 'bitcoin', 'least', 'grow', 'tahun', 'lalu', 'hitung', 'januari']",negative,-1,"kalah(-4.0), pilih(-2.0), pilih(-2.0), lalu(3.0), hitung(1.0)"
"['perintah', 'rencana', 'bentuk', 'cadang', 'bitcoin', 'strategis', 'kendali', 'departemen', 'uang', 'tuju', 'kuat', 'stabilitas', 'ekonomi', 'daya', 'saing', 'global', 'rancang', 'cakup', 'konsolidasi', 'bitcoin', 'sita', 'program', 'akuisisi']",positive,1,"rencana(2.0), bentuk(4.0), cadang(2.0), tuju(3.0), kuat(2.0), stabilitas(4.0), konsolidasi(3.0)"
"['operasi', 'dark', 'web', 'bitcoin', 'uang', 'palsu', 'europol', 'lapor', 'jaring', 'palsu', 'uang', 'dark', 'web', 'jual', 'uang', 'palsu', 'jaring', 'jual', 'mata', 'uang', 'euro', 'dolar', 'poundsterling', 'platform', 'daring', 'terima', 'bayar', 'bentuk']",positive,1,"operasi(1.0), lapor(2.0), jaring(3.0), jual(1.0), jaring(3.0), jual(1.0), mata(-2.0), terima(2.0), bayar(1.0), bentuk(4.0)"
"['negara', 'alih', 'transaksi']",positive,1,transaksi(4.0)
"['selamat', 'pagi', 'pagi', 'uni', 'alami', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), beli(2.0)"
"['rusia', 'banned', 'mining', 'kripto', 'alih', 'bitcoin', 'transaksi', 'internasional', 'lengkap']",positive,1,"transaksi(4.0), lengkap(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['crypto', 'boyz', 'ya', 'pola', 'harga', 'bitcoin', 'dominan', 'hasil', 'manipulasi']",positive,1,"ya(4.0), pola(3.0), harga(3.0), dominan(3.0), hasil(3.0)"
"['dengar', 'bitcoin', 'emas', 'digital', 'sih', 'maksud', 'gua', 'jelasin']",positive,1,"dengar(2.0), maksud(3.0), gua(-3.0)"
"['gm', 'banana', 'cat', 'banana', 'zone']",negative,-1,
"['breaking', 'rusia', 'bitcoin', 'bayar', 'internasional']",positive,1,bayar(1.0)
"['bitcoinzac', 'fading', 'dog', 'bitcoin', 'ngmi']",negative,-1,
"['bimodal', 'bitcoin']",negative,-1,
"['artikel', 'tren', 'bitcoin', 'minggu', 'december', 'klik', 'versi', 'gratis', 'tunggu', 'ya', 'diupload', 'besok', 'selesai', 'baca', 'yuk', 'selamat', 'baca']",positive,1,"artikel(-4.0), tren(-2.0), gratis(4.0), tunggu(1.0), ya(4.0), selesai(2.0), baca(3.0), yuk(4.0), selamat(5.0), baca(3.0)"
"['berachain', 'buka', 'bitcoin', 'bera', 'vault', 'ikut', 'vault', 'farming', 'airdrop', 'berachain', 'lombard', 'babylon', 'tarik', 'gasken', 'lombard', 'hubung', 'wallet', 'menu', 'get', 'lbtc', 'pilih', 'swap', 'swab', 'eth']",positive,1,"buka(3.0), ikut(-3.0), tarik(2.0), hubung(1.0), pilih(-2.0)"
"['vaneck', 'analyst', 'matthew', 'sigel', 'head', 'digital', 'research', 'geser', 'bitcoin', 'rp', 'dominasi', 'btc', 'lemah', 'alir', 'dana', 'masuk', 'altcoin', 'sektor', 'defi', 'gaming', 'nft', 'artemis', 'altcoin', 'season', 'index', 'capai']",positive,1,"geser(1.0), dominasi(3.0), lemah(5.0), dana(4.0), masuk(-3.0), capai(4.0)"
"['usaha', 'rusia', 'pakai', 'bitcoin', 'mata', 'uang', 'digital', 'bayar', 'internasional', 'dpr', 'rusia', 'izin', 'guna', 'hadap', 'sanksi', 'negara', 'negara', 'barat', 'sekutu']",negative,-1,"usaha(1.0), mata(-2.0), bayar(1.0), izin(-4.0), guna(1.0), sekutu(-3.0)"
"['selamat', 'pagi', 'pagi', 'mkr', 'alami', 'naik', 'ikut', 'velo', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['harga', 'bitcoin', 'rp', 'ribu', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta', 'rp', 'juta']",positive,1,"harga(3.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0), juta(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gue', 'kenal', 'sih', 'matador', 'technologies', 'usaha', 'kanada', 'investasi', 'juta', 'bitcoin', 'lindung', 'cadang', 'kas', 'inflasi', 'ketidakstabilan', 'ekonomi', 'bitcoin', 'dasar', 'platform', 'digital', 'gold', 'bas', 'blockchain', 'rilis', 'langkah']",positive,1,"kenal(3.0), usaha(1.0), juta(2.0), lindung(4.0), cadang(2.0), rilis(3.0), langkah(4.0)"
"['market', 'cerna', 'instant', 'stimulus', 'kemarin', 'bazooka', 'tetap', 'stimulus', 'bilang', 'naik', 'bitcoin', 'cicil', 'hijau', 'alas', 'yen', 'lemah', 'ikut', 'yuan', 'akibat', 'umum', 'stimulus', 'hijau', 'investasi', 'tiongkok']",positive,1,"cerna(-5.0), tetap(3.0), naik(1.0), hijau(3.0), lemah(5.0), ikut(-3.0), akibat(1.0), umum(1.0), hijau(3.0)"
"['akwai', 'yiwuwar', 'farashin', 'yakai', 'dala', 'dubu', 'dakanan', 'zuwa', 'karshen', 'shekara', 'tashin', 'dah', 'kasuwar', 'take', 'nada', 'alaqa', 'dah', 'gabatowar', 'rantsuwar', 'sabon', 'shugaban', 'kasar', 'amurka', 'donald', 'trump']",negative,-1,"dah(-3.0), nada(2.0), dah(-3.0)"
"['muststopmurad', 'zulululululalalalalala']",negative,-1,
"['legend', 'jaya', 'rezeki', 'juta', 'capital', 'senang', 'payah', 'pakai', 'otak', 'langsung', 'set', 'auto', 'dca', 'bitcoin', 'hari', 'ajar', 'set', 'auto', 'dca', 'bitcoin']",positive,1,"jaya(4.0), rezeki(3.0), juta(2.0), senang(5.0), otak(3.0), langsung(3.0), ajar(1.0)"
"['favori', 'depin', 'peaq', 'favori', 'ai', 'arkm', 'favori', 'layer', 'sui', 'favori', 'layer', 'zk', 'favori', 'rwa', 'ondo', 'favori', 'memecoin', 'floki', 'favori', 'layer', 'zro', 'favori', 'eth', 'ekosistem', 'eigen', 'favori', 'asya', 'coini', 'ckb', 'favori', 'bitcoin', 'ekosistem', 'bb', 'favori', 'defi', 'sca', 'favori', 'launchpad', 'cgpt', 'favori', 'mod', 'ler', 'tia', 'sizde']",negative,-1,
"['new', 'listing', 'grok', 'ai', 'ai', 'trend', 'grok', 'ai', 'token', 'liq', 'mc']",negative,-1,
"['kwa', 'mujibu', 'wa', 'coinbase', 'bei', 'ya', 'sasa', 'ya', 'bitcoin', 'nih', 'takriban', 'tzs', 'kwa', 'btc', 'moja', 'christmas', 'njema', 'familia']",positive,1,"ya(4.0), ya(4.0)"
"['bitcoin', 'ytd', 'tulis', 'total', 'bear', 'market', 'ya', 'koreksi', 'sekian', 'puluh', 'persen', 'pas', 'kasih', 'ingat', 'kayak']",positive,1,"ya(4.0), persen(2.0), pas(3.0), kasih(2.0), ingat(2.0), kayak(-3.0)"
"['orange', 'pilled', 'coffeeshop', 'owner', 'yes', 'farismatisa', 'advocate', 'pasal', 'bitcoin', 'biji', 'attend', 'sok', 'nak', 'naknja', 'harini', 'abang', 'nih', 'attend', 'boraknpasal', 'bitcoin', 'dinar', 'dirham', 'masuk', 'isu', 'bank']",negative,-1,"yes(3.0), pasal(-4.0), masuk(-3.0), isu(-1.0)"
"['adopsi', 'bitcoin', 'nih', 'fenomena', 'internet', 'orang', 'skeptikal', 'susah', 'arus', 'teknologi', 'ekonomi', 'paksa', 'kena', 'sedia', 'proaktif', 'paksa', 'ubah', 'kadang', 'kadang']",negative,-1,"susah(-3.0), paksa(-4.0), kena(-3.0), sedia(2.0), paksa(-4.0), kadang(3.0), kadang(3.0)"
"['nvestments', 'bitcoin', 'bob', 'og', 'btc', 'mascot']",negative,-1,
"['kadang', 'bitcoin', 'crypto', 'nih', 'orang', 'biasa', 'takat', 'campak', 'duit', 'test', 'knowledge', 'nak', 'jaga', 'cika', 'cika']",positive,1,"kadang(3.0), biasa(2.0), campak(-4.0), jaga(2.0)"
"['yoksa', 'santa', 'rally']",negative,-1,
"['bitcoin', 'bok', 'bok', 'bitcoin']",negative,-1,
"['dec', 'bitcoin', 'mstr', 'mstx', 'mstu', 'dec', 'bitcoin', 'mstr', 'mtsx', 'mstu']",negative,-1,
"['mu', 'bu', 'mu', 'n']",negative,-1,
"['merry', 'hodl', 'mas']",negative,-1,
"['capek', 'capek', 'nabung', 'eh', 'isi']",positive,1,"capek(4.0), capek(4.0), isi(2.0)"
"['ho', 'ho', 'hoo', 'tebak', 'bitcoin', 'santa', 'santa', 'coinex', 'bagi', 'hadiah', 'btc', 'orang', 'untung', 'ikut', 'tebak', 'bitcoin', 'santa', 'comment', 'jawab', 'amp', 'tag', 'teman', 'repost', 'amp', 'tag', 'coinexindonesia', 'ayo', 'ikut']",positive,1,"tebak(3.0), bagi(2.0), hadiah(4.0), untung(3.0), ikut(-3.0), tebak(3.0), jawab(3.0), ayo(4.0), ikut(-3.0)"
"['anak', 'pah', 'beli', 'bitcoin', 'trilyuner', 'alas']",negative,-1,"anak(-3.0), beli(2.0)"
"['malas', 'ubah', 'kayak', 'mobile', 'baca', 'coba', 'ajar', 'yuk', 'habis', 'gaji', 'pakai', 'investasi', 'otak', 'investasi', 'bitcoin', 'tinggal', 'minggu', 'kursi', 'sedia', 'isi', 'let', 'si']",positive,1,"malas(-4.0), kayak(-3.0), baca(3.0), coba(2.0), ajar(1.0), yuk(4.0), habis(3.0), otak(3.0), tinggal(1.0), sedia(2.0), isi(2.0)"
"['benda', 'nih', 'bincang', 'tengok', 'video', 'nih', 'people', 'like', 'saifedean', 'tengah', 'islamic', 'case', 'bitcoin']",positive,1,"bincang(2.0), tengok(2.0), tengah(2.0)"
"['berachain', 'berapoker', 'yuys']",negative,-1,
"['selamat', 'pagi', 'pagi', 'hive', 'alami', 'naik', 'ikut', 'fxs', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gm', 'sabtu', 'merah', 'minggu', 'merah', 'senin', 'merah', 'telak', 'salah', 'judul', 'bitcoin', 'koreksi', 'garis', 'salah', 'biar', 'salah', 'salah', 'consumer', 'confidence', 'anjlok', 'rrp', 'rsi']",negative,-1,"merah(4.0), merah(4.0), merah(4.0), telak(-3.0), salah(-4.0), judul(2.0), garis(-3.0), salah(-4.0), biar(1.0), salah(-4.0), salah(-4.0), anjlok(-4.0)"
"['aspek', 'indonesia', 'tinggal', 'ikut', 'tren', 'dunia', 'adopsi', 'internet', 'kembang', 'e', 'commerce', 'dunia', 'sehat', 'si', 'konsep', 'didik', 'heran', 'urus', 'bitcoin', 'indonesia', 'tinggal']",positive,1,"aspek(-3.0), tinggal(1.0), ikut(-3.0), tren(-2.0), dunia(1.0), kembang(3.0), dunia(1.0), sehat(4.0), didik(3.0), heran(4.0), tinggal(1.0)"
"['donify', 'kedu', 'nke', 'ina', 'lu', 'dating', 'obu', 'bitcoin']",negative,-1,
"['means', 'eth', 'apy', 'aktivitas', 'web', 'retro', 'task', 'dll', 'saing', 'roi', 'bitcoin']",negative,-1,
"['hivi', 'ndio', 'watoto', 'wako', 'watakua', 'wanapost', 'wakiuliza', 'ulikua', 'wapi', 'wazazi', 'wa', 'wengine', 'wakinunua', 'bitcoin']",negative,-1,
"['nk', 'target', 'long', 'term', 'bitcoin', 'ethereum', 'takat', 'nih', 'even', 'solana', 'haritu', 'pon', 'roller', 'coaster']",negative,-1,
"['beli', 'bitcoin', 'jualin', 'biar', 'kayak', 'entar', 'enggak bisa', 'ketemu', 'phi', 'kayak', 'enggak mau', 'offroad', 'bucin', 'kantapon', 'lost']",negative,-1,"beli(2.0), biar(1.0), kayak(-3.0), ketemu(1.0), kayak(-3.0), lost(-3.0)"
"['crypto', 'aadc', 'pek', 'desember', 'desember', 'bitcoin', 'spot', 'etf', 'mual', 'catat', 'netflow', 'hari', 'negatif', 'fed', 'turun', 'suku', 'bunga', 'acu', 'bps', 'fed', 'powell', 'lontar', 'pandang', 'hawkish', 'market', 'saham', 'kripto']",negative,-1,"mual(-5.0), turun(1.0), bunga(3.0), acu(-4.0), pandang(1.0)"
"['suka', 'dollar', 'cost', 'averaging', 'sistem', 'investasi', 'rutin', 'indodax', 'pusing', 'harga', 'bitcoin', 'beli', 'kondisi', 'harga', 'turun', 'harga', 'akh', 'bitcoin', 'tinggal']",positive,1,"suka(3.0), sistem(-4.0), pusing(-4.0), harga(3.0), beli(2.0), harga(3.0), turun(1.0), harga(3.0), tinggal(1.0)"
"['sbnrnya', 'aye', 'penasaran', 'banget', 'nasihat', 'uang', 'bahas', 'bitcoin', 'serius', 'sih', 'indonesia', 'tinggal', 'luar', 'iya', 'tinggal', 'ya', 'teman', 'financial', 'advisor', 'share', 'dapat']",negative,-1,"penasaran(-3.0), banget(1.0), nasihat(-3.0), bahas(2.0), serius(-5.0), tinggal(1.0), tinggal(1.0), ya(4.0), dapat(2.0)"
"['one', 'bitcoin', 'club', 'tambah', 'ahli', 'mantap', 'sebenaq']",positive,1,"tambah(3.0), mantap(5.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['banget', 'meme']",positive,1,banget(1.0)
"['predict', 'orang', 'die', 'btc', 'analysis', 'h', 'cc', 'algotrade', 'nfa', 'amp', 'dyor']",negative,-1,die(-4.0)
"['jatikhwan', 'localrkyt', 'bitcoin', 'beli', 'time', 'harga', 'usd', 'turun', 'usd', 'rugi', 'sok', 'hold', 'harga']",positive,1,"beli(2.0), harga(3.0), turun(1.0), rugi(-5.0), harga(3.0)"
"['spaceka', 'mantan', 'qaban', 'laha', 'waxan', 'ku', 'badalay', 'arbacadan', 'wednesday', 'inshallah', 'sualaha', 'ku', 'sabsan', 'sih', 'diyarsada', 'walalyal']",negative,-1,mantan(-3.0)
"['gua', 'pilih', 'ku', 'exit', 'altcoins', 'market', 'top', 'altcoin', 'perform', 'bitcoin', 'masuk', 'bearmarket', 'memeszn', 'shiba', 'tutup', 'altseason', 'ku', 'imo', 'sisa', 'memeszn', 'top', 'bitcoin', 'ku', 'ku', 'alts', 'ku', 'ku', 'mes']",negative,-1,"gua(-3.0), pilih(-2.0), top(5.0), masuk(-3.0), tutup(-2.0), sisa(-4.0), top(5.0)"
